Squid4,https://static-cdn.jtvnw.net/emoticons/v1/191767/1.0
StinkyCheese,https://static-cdn.jtvnw.net/emoticons/v1/90076/1.0
StoneLightning,https://static-cdn.jtvnw.net/emoticons/v1/17/1.0
StrawBeary,https://static-cdn.jtvnw.net/emoticons/v1/114876/1.0
SuperVinlin,https://static-cdn.jtvnw.net/emoticons/v1/118772/1.0
SwiftRage,https://static-cdn.jtvnw.net/emoticons/v1/34/1.0
TBAngel,https://static-cdn.jtvnw.net/emoticons/v1/143490/1.0
TBCrunchy,https://static-cdn.jtvnw.net/emoticons/v1/200208/1.0
TBTacoBag,https://static-cdn.jtvnw.net/emoticons/v1/200211/1.0
TBTacoProps,https://static-cdn.jtvnw.net/emoticons/v1/200212/1.0
TF2John,https://static-cdn.jtvnw.net/emoticons/v1/1899/1.0
TPFufun,https://static-cdn.jtvnw.net/emoticons/v1/508650/1.0
TPcrunchyroll,https://static-cdn.jtvnw.net/emoticons/v1/323914/1.0
TTours,https://static-cdn.jtvnw.net/emoticons/v1/38436/1.0
TakeNRG,https://static-cdn.jtvnw.net/emoticons/v1/112292/1.0
TearGlove,https://static-cdn.jtvnw.net/emoticons/v1/160403/1.0
TehePelo,https://static-cdn.jtvnw.net/emoticons/v1/160404/1.0
ThankEgg,https://static-cdn.jtvnw.net/emoticons/v1/160392/1.0
TheIlluminati,https://static-cdn.jtvnw.net/emoticons/v1/145315/1.0
TheRinger,https://static-cdn.jtvnw.net/emoticons/v1/18/1.0
TheTarFu,https://static-cdn.jtvnw.net/emoticons/v1/111351/1.0
TheThing,https://static-cdn.jtvnw.net/emoticons/v1/7427/1.0
ThunBeast,https://static-cdn.jtvnw.net/emoticons/v1/1898/1.0
TinyFace,https://static-cdn.jtvnw.net/emoticons/v1/111119/1.0
TooSpicy,https://static-cdn.jtvnw.net/emoticons/v1/114846/1.0
TotinosRecruit,https://static-cdn.jtvnw.net/emoticons/v1/508741/1.0
TotinosRing,https://static-cdn.jtvnw.net/emoticons/v1/508740/1.0
TriHard,https://static-cdn.jtvnw.net/emoticons/v1/120232/1.0
TwitchLit,https://static-cdn.jtvnw.net/emoticons/v1/166263/1.0
TwitchRPG,https://static-cdn.jtvnw.net/emoticons/v1/191747/1.0
TwitchUnity,https://static-cdn.jtvnw.net/emoticons/v1/196892/1.0
TwitchVotes,https://static-cdn.jtvnw.net/emoticons/v1/479745/1.0
UWot,https://static-cdn.jtvnw.net/emoticons/v1/134255/1.0
UnSane,https://static-cdn.jtvnw.net/emoticons/v1/111792/1.0
UncleNox,https://static-cdn.jtvnw.net/emoticons/v1/114856/1.0
VaultBoy,https://static-cdn.jtvnw.net/emoticons/v1/206490/1.0
VoHiYo,https://static-cdn.jtvnw.net/emoticons/v1/81274/1.0
VoteNay,https://static-cdn.jtvnw.net/emoticons/v1/106294/1.0
VoteYea,https://static-cdn.jtvnw.net/emoticons/v1/106293/1.0
WTRuck,https://static-cdn.jtvnw.net/emoticons/v1/114847/1.0
WholeWheat,https://static-cdn.jtvnw.net/emoticons/v1/1896/1.0
WutFace,https://static-cdn.jtvnw.net/emoticons/v1/28087/1.0
YouDontSay,https://static-cdn.jtvnw.net/emoticons/v1/134254/1.0
YouWHY,https://static-cdn.jtvnw.net/emoticons/v1/4337/1.0
bleedPurple,https://static-cdn.jtvnw.net/emoticons/v1/62835/1.0
cmonBruh,https://static-cdn.jtvnw.net/emoticons/v1/84608/1.0
copyThis,https://static-cdn.jtvnw.net/emoticons/v1/112288/1.0
duDudu,https://static-cdn.jtvnw.net/emoticons/v1/62834/1.0
imGlitch,https://static-cdn.jtvnw.net/emoticons/v1/112290/1.0
mcaT,https://static-cdn.jtvnw.net/emoticons/v1/35063/1.0
panicBasket,https://static-cdn.jtvnw.net/emoticons/v1/22998/1.0
pastaThat,https://static-cdn.jtvnw.net/emoticons/v1/112289/1.0
riPerpperonis,https://static-cdn.jtvnw.net/emoticons/v1/62833/1.0
twitchRaid,https://static-cdn.jtvnw.net/emoticons/v1/62836/1.0
